CV-structure	X_%PULT_Tk	B_%PULT_Tk	B_%APULT_Tk	C_%PULT_Tk	G_%ULT_Tk	G_%PULT_Tk	G_%APULT_Tk	I_%PULT_Tk	I_%APULT_Tk	N_%PULT_Tk	P_%PULT_Tk	R_%PULT_Tk	S_%PULT_Tk	S_%APULT_Tk	S_%PAPULT_Tk	V_%ULT_Tk	V_%PULT_Tk	V_%APULT_Tk	V_%PAPULT_Tk	X_nPULT_Tk	B_nPULT_Tk	B_nAPULT_Tk	C_nPULT_Tk	G_nULT_Tk	G_nPULT_Tk	G_nAPULT_Tk	I_nPULT_Tk	I_nAPULT_Tk	N_nPULT_Tk	P_nPULT_Tk	R_nPULT_Tk	S_nPULT_Tk	S_nAPULT_Tk	S_nPAPULT_Tk	V_nULT_Tk	V_nPULT_Tk	V_nAPULT_Tk	V_nPAPULT_Tk
CCVCVCCVCCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0
CCVCVCCVCCVCV	NA	NA	NA	NA	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	0	0	2	NA	NA	NA	NA	NA	NA	NA	NA	0	0	6	0
CCVCVCCVCV	100	100	0	NA	0	35.4838709677419	64.5161290322581	NA	NA	NA	NA	NA	89.6296296296296	10.3703703703704	0	0	57.8260869565217	42.1739130434783	0	2	9	0	NA	0	33	60	NA	NA	NA	NA	NA	121	14	0	0	133	97	0
CCVCVCCVCVCCV	NA	100	0	NA	0	0	100	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	13	0	NA	0	0	1	NA	NA	NA	NA	NA	15	0	0	0	8	0	0
CCVCVCCVCVCCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	22	0	0	0	1	0
CCVCVCCVCVCV	NA	NA	NA	NA	0	0	100	NA	NA	NA	NA	NA	100	0	0	0	16	84	0	NA	NA	NA	NA	0	0	6	NA	NA	NA	NA	NA	19	0	0	0	4	21	0
CCVCVCCVCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	0	0	0	1	0	0
CCVCVCCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	51	0	0	0	13	0	0
CCVCVCCVVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	6	0	0
CCVCVCCVVCV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	100	0	0	0	96.875	3.125	0	NA	NA	NA	NA	0	24	0	NA	NA	NA	NA	NA	46	0	0	0	31	1	0
CCVCVCCVVCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	0	0	NA	NA	NA	NA
CCVCVCCVVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0
CCVCVCV	100	100	0	NA	0	59.0476190476191	40.9523809523809	NA	NA	NA	NA	NA	49.4565217391304	50.5434782608696	0	0	79.1702679343129	20.8297320656871	0	7	38	0	NA	0	186	129	NA	NA	NA	NA	NA	273	279	0	0	916	241	0
CCVCVCVCCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	0
CCVCVCVCCV	NA	100	0	NA	0	93.4782608695652	6.52173913043478	NA	NA	NA	NA	NA	50.609756097561	49.390243902439	0	0	99.2857142857143	0.714285714285714	0	NA	14	0	NA	0	43	3	NA	NA	NA	NA	NA	83	81	0	0	139	1	0
CCVCVCVCCVCCV	NA	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	38	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0
CCVCVCVCCVCV	NA	NA	NA	NA	0	66.6666666666667	33.3333333333333	NA	NA	NA	NA	NA	100	0	0	0	17.6470588235294	82.3529411764706	0	NA	NA	NA	NA	0	4	2	NA	NA	NA	NA	NA	5	0	0	0	3	14	0
CCVCVCVCCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	0	NA	NA	NA	NA
CCVCVCVCCVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0
CCVCVCVCV	100	NA	NA	NA	0	76.5217391304348	23.4782608695652	NA	NA	NA	NA	NA	81.304347826087	18.695652173913	0	0	58.25	39	2.75	1	NA	NA	NA	0	88	27	NA	NA	NA	NA	NA	187	43	0	0	233	156	11
CCVCVCVCVCCV	NA	100	0	NA	0	90	10	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	16	0	NA	0	9	1	NA	NA	NA	NA	NA	45	0	0	0	2	0	0
CCVCVCVCVCCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	2	0
CCVCVCVCVCV	NA	NA	NA	NA	0	58.8235294117647	41.1764705882353	NA	NA	NA	NA	NA	29.4117647058824	70.5882352941177	0	0	23.6363636363636	70.9090909090909	5.45454545454545	NA	NA	NA	NA	0	10	7	NA	NA	NA	NA	NA	5	12	0	0	13	39	3
CCVCVCVCVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	5	0
CCVCVCVCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4	0	0
CCVCVCVCVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	0	0	0	5	0	0
CCVCVCVV	NA	NA	NA	NA	0	0	100	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	0	0	7	NA	NA	NA	NA	NA	26	0	0	0	32	0	0
CCVCVCVVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	16	0	0
CCVCVCVVCV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	0	8	0	NA	NA	NA	NA	NA	105	0	0	0	22	0	0
CCVCVCVVCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0
CCVCVCVVCVCV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	0	11.1111111111111	88.8888888888889	0	NA	NA	NA	NA	0	9	0	NA	NA	NA	NA	NA	NA	NA	NA	0	1	8	0
CCVCVCVVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	0	0
CCVCVV	NA	NA	NA	NA	0	97.2222222222222	2.77777777777778	100	0	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	0	35	1	198	0	NA	NA	NA	808	0	0	0	43	0	0
CCVCVVCCV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	0	15	0	NA	NA	NA	NA	NA	14	0	0	0	17	0	0
CCVCVVCCVCCV	NA	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	14	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0
CCVCVVCCVCV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	0	88.2352941176471	11.7647058823529	0	NA	NA	NA	NA	0	3	0	NA	NA	NA	NA	NA	NA	NA	NA	0	15	2	0
CCVCVVCCVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	3	0
CCVCVVCV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	93.4065934065934	6.59340659340659	0	0	98.2142857142857	1.78571428571429	0	NA	NA	NA	NA	0	253	0	NA	NA	NA	NA	NA	170	12	0	0	165	3	0
CCVCVVCVCCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	0
CCVCVVCVCCVCCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0
CCVCVVCVCCVCV	NA	NA	NA	NA	0	50	50	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	0	6	6	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	0
CCVCVVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	33.3333333333333	66.6666666666667	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	0	3	6	0
CCVCVVCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0
CCVCVVCVVCV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	12	0	NA	NA	NA	NA	NA	26	0	0	NA	NA	NA	NA
CCVV	NA	NA	NA	NA	NA	NA	NA	100	0	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	31	0	NA	NA	NA	23	0	0	0	115	0	0
CCVVCCCV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	7	0	NA	NA	NA	NA	NA	2	0	0	NA	NA	NA	NA
CCVVCCCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	0	0	NA	NA	NA	NA
CCVVCCCVCV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CCVVCCCVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	7	0	0	0	2	0
CCVVCCCVVCVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0
CCVVCCV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	0	32	0	NA	NA	NA	NA	NA	288	0	0	0	54	0	0
CCVVCCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	0	NA	NA	NA	NA
CCVVCCVCV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	0	100	0	0	6.25	93.75	0	NA	NA	NA	NA	0	5	0	NA	NA	NA	NA	NA	0	32	0	0	1	15	0
CCVVCCVCVCCV	NA	NA	NA	NA	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	0	0	10	NA	NA	NA	NA	NA	NA	NA	NA	0	39	0	0
CCVVCCVCVCCVCV	NA	NA	NA	NA	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CCVVCCVCVCV	NA	NA	NA	NA	0	44.4444444444444	55.5555555555556	NA	NA	NA	NA	NA	NA	NA	NA	0	92.3076923076923	0	7.69230769230769	NA	NA	NA	NA	0	24	30	NA	NA	NA	NA	NA	NA	NA	NA	0	24	0	2
CCVVCCVCVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	8	0
CCVVCCVCVCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0
CCVVCCVCVCVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	0	0	NA	NA	NA	NA
CCVVCCVCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	0	0	0	1	0	0
CCVVCCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	NA	NA	57	0	0	0	4	0	0
CCVVCCVVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	25	75	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	3	0
CCVVCCVVCV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	80	20	0	0	60	40	0	NA	NA	NA	NA	0	3	0	NA	NA	NA	NA	NA	48	12	0	0	3	2	0
CCVVCCVVCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	0
CCVVCCVVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	NA	NA	NA	NA
CCVVCCVVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	0	0	NA	NA	NA	NA
CCVVCCVVVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	NA	NA	NA	NA
CCVVCV	NA	NA	NA	NA	0	100	0	100	0	100	NA	NA	100	0	0	0	97.0540098199673	2.94599018003273	0	NA	NA	NA	NA	0	132	0	1	0	19	NA	NA	579	0	0	0	593	18	0
CCVVCVCCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	80	20	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4	1	0
CCVVCVCCCVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	33.3333333333333	66.6666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	2
CCVVCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	62.1359223300971	37.8640776699029	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	0	0	0	64	39	0
CCVVCVCCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	88.8888888888889	11.1111111111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	8	1
CCVVCVCCVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	1
CCVVCVCV	100	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	90.625	9.375	0	0	70.5240174672489	29.4759825327511	0	1	NA	NA	NA	0	24	0	NA	NA	NA	NA	NA	58	6	0	0	323	135	0
CCVVCVCVCCV	NA	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	14	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	8	0	0
CCVVCVCVCCVCV	NA	NA	NA	NA	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	0	0	2	0
CCVVCVCVCV	NA	NA	NA	NA	0	0	100	NA	NA	NA	NA	NA	100	0	0	0	20	80	0	NA	NA	NA	NA	0	0	2	NA	NA	NA	NA	NA	4	0	0	0	9	36	0
CCVVCVCVCVCCVCV	NA	NA	NA	NA	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CCVVCVCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	0
CCVVCVCVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	0	0	NA	NA	NA	NA
CCVVCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	0	0
CCVVCVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	0	0	0	21	0	0
CCVVCVVCVCCVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	1
CCVVCVVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0
CCVVVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0
CCVVVCCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	0
CCVVVCCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	87.5	12.5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	38	0	0	7	1	0
CCVVVCCVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	0	0	NA	NA	NA	NA
CCVVVCCVCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	0	0	NA	NA	NA	NA
CCVVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	NA	NA	NA	NA
CCVVVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	0	0	NA	NA	NA	NA
CVCC	NA	NA	NA	NA	0	100	0	100	0	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	309	0	NA	NA	NA	16	0	0	NA	NA	NA	NA
CVCCCV	NA	100	0	100	0	100	0	100	0	100	100	NA	100	0	0	0	100	0	0	NA	751	0	305	0	1162	0	13	0	6	229	NA	688	0	0	0	331	0	0
CVCCCVCCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	0	3	0	0
CVCCCVCCCVCV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CVCCCVCCCVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	0	0	0	1	0
CVCCCVCCV	NA	100	0	NA	0	96.4912280701754	3.50877192982456	NA	NA	NA	NA	NA	92.7966101694915	7.20338983050847	0	0	100	0	0	NA	57	0	NA	0	55	2	NA	NA	NA	NA	NA	219	17	0	0	200	0	0
CVCCCVCCVCCV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	0	93.3333333333333	6.66666666666667	0	NA	NA	NA	NA	0	6	0	NA	NA	NA	NA	NA	NA	NA	NA	0	28	2	0
CVCCCVCCVCCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	6	0
CVCCCVCCVCV	NA	NA	NA	NA	0	38.7096774193548	61.2903225806452	NA	NA	NA	NA	NA	100	0	0	0	53.125	46.875	0	NA	NA	NA	NA	0	12	19	NA	NA	NA	NA	NA	21	0	0	0	68	60	0
CVCCCVCCVCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	50	50	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	1	0
CVCCCVCCVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	25	75	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	6	0
CVCCCVCCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	0	0	0	2	0	0
CVCCCVCCVVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	0	2	0	0
CVCCCVCCVVCCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0
CVCCCVCCVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55	0	0	0	12	0	0
CVCCCVCCVVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	3	0
CVCCCVCV	NA	100	0	NA	0	47.3684210526316	52.6315789473684	NA	NA	NA	NA	NA	48.3539094650206	51.6460905349794	0	0	82.8087167070218	17.1912832929782	0	NA	10	0	NA	0	99	110	NA	NA	NA	NA	NA	235	251	0	0	342	71	0
CVCCCVCVCCCVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	1
CVCCCVCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	95	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32	0	0	0	57	3	0
CVCCCVCVCCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	0	0	0	2	0	0
CVCCCVCVCCVCV	NA	NA	NA	NA	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	0	67.1875	32.8125	0	NA	NA	NA	NA	0	0	4	NA	NA	NA	NA	NA	NA	NA	NA	0	43	21	0
CVCCCVCVCCVCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0
CVCCCVCVCCVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	2	0
CVCCCVCVCCVCVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	0	0	NA	NA	NA	NA
